Pairs,398
,,"suggested = follows.follows - follows - iden",10
,,"all x : User | (x.follows).follows - x.follows - x = x.suggested",1
,,"all x:User | x.suggested = x.follows.follows - x.follows - x",15
,,"all u: User | u.suggested = u.follows.follows - (u.follows + u)",47
,,"all u : User | u.suggested = u.follows.follows-u.follows-u",97
,,"all u : User | u.follows.follows - u -u.follows = u.suggested",3
,,"all u:User | u.suggested = (u.follows.follows - u -u.follows)",7
,,"all u : User | (u.follows.follows - (u.follows + u)) = u.suggested",1
,,"all u : User | u.follows.follows - u.follows - u = u.suggested",4
,,"all x : User | x.suggested = (x.follows.follows - (x.follows + x))",2
,,"all u : User | u.suggested = (u.follows.follows - (u + u.follows))",2
,,"all x,y,z : User | x.suggested = (x.follows.follows - (x.follows + x))",1
,,"all x1 : User | x1.suggested = x1.follows.follows - x1.follows - x1",1
,,"all u1 : User | u1.suggested = u1.follows.follows - u1.follows - u1",1
,,"all u1 : User | u1.follows.follows-u1.follows-u1 = u1.suggested",2
,,"all u : User | u.suggested = u.follows.follows - u.follows - u.iden",1
,,"all u1,u2: User | u1.suggested = (u1.follows.follows - u1.follows - u1)",1
,,"all user : User |
user.suggested = user.follows.follows - user.follows - user",1
,,"all x, z : User | x in suggested.z iff z in (x.follows.follows - x.follows - x)",2
,,"all u,i : User | u in suggested.i iff (u not in follows.i and u in follows.follows.i and u!=i)",1
,,"all x, z : User | z in x.suggested iff x != z and z not in x.follows and z in x.follows.follows",1
,,"all x, z : User | x in suggested.z iff x != z and z not in x.follows and z in x.follows.follows",1
,,"all u, s : User | s in u.suggested iff s in u.follows.follows and s!= u and s not in u.follows",1
,,"all u, y : User | y in u.suggested <=> (y != u and y not in u.follows and y in u.follows.follows)",2
,,"all u,s : User | s in u.suggested iff( s in u.follows.follows and s not in u.follows and u!=s)",5
,,"all x,y : User | x in suggested.y iff (y in x.follows.follows and y not in x.follows and x != y )",2
,,"all u,s : User | s in u.suggested iff (s in u.follows.follows and s not in u.follows and s !=u)",2
,,"all x,y:User| y in x.suggested iff ( y in x.follows.follows and y not in x.follows and x!=y)",1
,,"all x,y: User | y in x.suggested <=> (y in x.follows.follows and y not in x.follows and y != x)",3
,,"all u,s:User| s!=u and s in u.follows.follows and s not in u.follows iff s in u.suggested",1
,,"all x,y: User | y in x.suggested iff (x != y and y in x.follows.follows and y not in x.follows)",1
,,"all u,s : User| (s in u.suggested) iff (u not in follows.s) and s in u.follows.follows and s!=u",1
,,"all u, s: User | s in u.suggested iff s not in u.follows and s in u.follows.follows and s != u",2
,,"all u, s: User | s in u.suggested iff (s in u.follows.follows and u not in s and s not in u.follows)",1
,,"all u1,u2 : User | (u1 in u2.suggested) <=> (u1 in ( u2.follows.follows - u2.follows) and u1!=u2)",3
,,"all u,s: User | s in u.suggested iff ((s in u.follows.follows) and u!=s and not s in u.follows)",2
,,"all u1,u2 : User | u2 in u1.suggested <=> u2 not in u1.follows+u1 and u2 in u1.follows.follows",1
,,"all u1, u2 : User | u2 in u1.suggested <=> u2 in u1.follows.follows and u2 not in u1.follows+u1",2
,,"all u: User |
u.suggested = {
ffu: u.follows.follows |
(ffu not in u.follows) and (ffu != u)
}",2
,,"all u,s : User| (s in u.suggested) iff (u not in follows.s) and some (u.follows & follows.s) and u != s",1
,,"all u, y : User | y in u.suggested iff (some follows.y & u.follows) and (no y & u.follows) and u!=y",2
,,"all u1,u2 : User | u2 in u1.suggested <=> (u1!=u2 and u2 in u1.follows.follows and u2 not in u1.follows)",1
,,"all u1,u2 : User | u2 in u1.suggested <=> u2 not in u1.follows and u2!=u1 and u2 in u1.follows.follows",11
,,"all u1,u2 : User | u2 in u1.suggested <=> u1 != u2 and u2 not in u1.follows and u2 in u1.follows.follows",9
,,"all u1,u2 : User | u2 in u1.suggested <=> u2 not in u1.follows and u2 in u1.follows.follows and u2!=u1",1
,,"all u1,u2: User | (u1!=u2 and (u1 not in u2.follows) and (u1 in u2.follows.follows)) <=> (u1 in u2.suggested)",1
,,"all u1,u2 : User | u2 in u1.suggested <=> u2 not in u1.follows and u1!=u2 and u2 in u1.follows.follows",3
,,"all u1,u2 : User | u2 in u1.suggested iff u2 in u1.follows.follows and u2 not in u1.follows and u1 != u2",1
,,"all u1,u2:User | (u1!=u2 and u1 in u2.follows.follows and u1 not in u2.follows) <=> (u1 in u2.suggested)",2
,,"all u1, u2 : User | u2 not in u1.follows and u2 in u1.follows.follows and u2!=u1 <=> u2 in u1.suggested",1
,,"all u1, u2: User | u1 not in u2 and u2 in u1.follows.follows and u2 not in u1.follows iff u2 in u1.suggested",1
,,"all u1,u2:User | u1->u2 in suggested iff (u1->u2 in follows.follows and u1->u2 not in follows and u1 != u2)",1
,,"all u: User, y: User| y in u.suggested iff y not in u.follows && y in u.follows.follows && u not in y",3
