Exercise,inv1,Total Sub,4, Unique Sub,2
Exercise,inv2,Total Sub,24, Unique Sub,11
Exercise,inv3,Total Sub,18, Unique Sub,8
Exercise,inv4,Total Sub,25, Unique Sub,18
Exercise,inv5,Total Sub,84, Unique Sub,29
Exercise,inv6,Total Sub,77, Unique Sub,26
Exercise,inv7,Total Sub,45, Unique Sub,35
Exercise,inv8,Total Sub,1, Unique Sub,1
Exercise,inv9,Total Sub,36, Unique Sub,30
Exercise,inv10,Total Sub,20, Unique Sub,14

