"some Teacher & Class",1
"some Teacher <: Person.Teaches",1
"some c:Class | c in Teacher",2
"some x : Class | x in Teacher",2
"some t:Teacher | t in Class",2
"some x : Teacher | x in Class",1
"some c:Class | some c.Teaches",1
"some x : Class | x in Group and x in Teacher",1
"some x : Person | x in Teacher and x in Class",1
"some t:Person| t in Teacher and t in Class",1
"some c:Class, t:Teacher | c->t in Teaches",3
"some x : Person | x in Teacher and x in Group and x in Class",1
