Pairs,151
,,"Student + Teacher = Person",1
,,"Person = Teacher+Student",4
,,"Person = Student + Teacher",6
,,"Person in Teacher + Student",2
,,"Person in Student + Teacher",35
,,"no (Person-Student-Teacher)",1
,,"all f : Person | f in (Student + Teacher)",1
,,"all p : Person | p in (Student + Teacher)",3
,,"all w : Person | w in Student or w in Teacher",1
,,"all x : Person | x in Student or x in Teacher",2
,,"all p:Person | p in Student or p in Teacher",53
,,"all p:Person | p in Teacher or p in Student",17
,,"all p:Person | p not in Student implies p in Teacher",3
,,"no p:Person | p not in Teacher and p not in Student",2
,,"all x: Person | x not in Student implies x in Teacher",3
,,"no p:Person | p not in Student and p not in Teacher",3
,,"no p:Person | not p in Teacher and not p in Student",1
,,"all p:Person | not (p not in Student and p not in Teacher)",5
,,"not some p:Person | p not in Student and p not in Teacher",3
,,"all p : Person | not(not p in Student and not p in Teacher)",1
,,"not some p : Person | not p in Student and not p in Teacher",1
,,"not some p:Person | not p in Teacher and not p in Student",1
,,"Person = Student + Teacher
  	all x : Person | x in Student or x in Teacher",1
,,"all p : Person | (p not in Student implies p in Teacher) and (p not in Teacher implies p in Student)",1

