Exercise,inv1, Unique Sub,11
Exercise,inv2, Unique Sub,24
Exercise,inv3, Unique Sub,8
Exercise,inv4, Unique Sub,45
Exercise,inv5, Unique Sub,29
Exercise,inv6, Unique Sub,25
Exercise,inv7, Unique Sub,40
Exercise,inv8, Unique Sub,28
Exercise,inv9, Unique Sub,82
Exercise,inv10, Unique Sub,98

