Pairs,135
,,"Node->Node = adj",1
,,"adj = Node->Node",28
,,"Node->Node in adj",3
,,"all x : Node | x.adj = Node",3
,,"all n: Node | Node = n.adj",1
,,"all n: Node | n.adj = Node",13
,,"all a, b : Node | b in a.adj",1
,,"all a,b : Node | a in b.adj",3
,,"all n:Node |Node in n.adj",38
,,"all n, m: Node | n->m in adj",1
,,"no n:Node | Node not in n.adj",1
,,"all a,b:Node | a->b in adj",4
,,"all n1, n2:Node | n1 in n2.adj",9
,,"all n1, n2 : Node | n2 in n1.adj",2
,,"all n1,n2:Node | n1->n2 in adj",10
,,"all n1:Node | n1.adj:>Node = Node",1
,,"all a:Node,b:Node | a->b in adj",3
,,"all n:Node , a:Node | n->a in adj",1
,,"all n1, n2: Node | n1->n2 + n2->n1 in adj",2
,,"all n : Node | Node in n.adj and n.adj in Node",1
,,"all a,b : Node | a in b.adj





adj = Node->Node",1
,,"all n1,n2: Node | n1 in n2.adj and n2 in n1.adj",2
,,"all a,b : Node | a->b in adj






adj = Node->Node",1
,,"all n:Node, x:Node| n in x.adj && x in n.adj",1
,,"all n1, n2 : Node | n2 in n1.adj
all n : Node | n.adj = Node",1
,,"all n : Node | n.adj = Node

all disj n1,n2 : Node | n1 in adj.n2",1
,,"all n1, n2: Node | n1->n2 + n2->n1 in adj
all n: Node | Node = n.adj",1
,,"all n : Node | n.adj = Node

all disj n1,n2 : Node | n1 in adj.n2

all n1, n2 : Node | n2 in n1.adj",1

