Exercise,inv1, Unique Sub,16
Exercise,inv2, Unique Sub,5
Exercise,inv3, Unique Sub,3
Exercise,inv4, Unique Sub,2
Exercise,inv5, Unique Sub,7
Exercise,inv6, Unique Sub,35
Exercise,inv7, Unique Sub,5
Exercise,inv8, Unique Sub,6

