Exercise,inv1,Total Sub,486, Unique Sub,172
Exercise,inv2,Total Sub,47, Unique Sub,29
Exercise,inv3,Total Sub,88, Unique Sub,63
Exercise,inv4,Total Sub,114, Unique Sub,85
Exercise,inv5,Total Sub,784, Unique Sub,253
Exercise,inv6,Total Sub,81, Unique Sub,53
Exercise,inv7,Total Sub,1208, Unique Sub,700
Exercise,inv8,Total Sub,63, Unique Sub,49

