Pairs,187
,,"Course = Person.teaches",8
,,"Person.teaches = Course",4
,,"Course in Person.teaches",21
,,"no Course - Person.teaches",3
,,"teaches in Person some -> Course",3
,,"Person.teaches & Course = Course",1
,,"Course & Person.teaches = Course",1
,,"Course = Course & Person.teaches",1
,,"no c:Course | no teaches.c",1
,,"all c:Course |some teaches.c",84
,,"all x:Course | some teaches.x",7
,,"all c: Course | not no teaches.c",1
,,"all c:Course | some c.~teaches",9
,,"all c : Course | teaches.c != none",1
,,"all c: Course | c in Person.teaches",7
,,"all c: Course | c.~teaches not in none",1
,,"all c: Course | one (c & Person.teaches)",1
,,"all c: Course | some (c & Person.teaches)",2
,,"all kurs: Course | kurs in Person.teaches",1
,,"all course : Course | course in Person.teaches",1
,,"Person.teaches in Course and Course in Person.teaches",1
,,"all c:Course | some p:Person | c in p.teaches",9
,,"all x : Course | some y : Person | y->x in teaches",1
,,"all c:Course|some p:Person|p->c in teaches",16
,,"all x : univ | x in Course implies (some y : univ | y->x in teaches)",1
,,"all c : univ | c in Course implies some p : univ | p in Person and p->c in teaches",1

