O-O,O-U,O-B,O-S,O-T,O-C,O-E,U-O,U-U,U-B,U-S,U-T,U-C,U-E,B-O,B-U,B-B,B-S,B-T,B-C,B-E,S-O,S-U,S-B,S-S,S-T,S-C,S-E,T-O,T-U,T-B,T-S,T-T,T-C,T-E,C-O,C-U,C-B,C-S,C-T,C-C,C-E,E-O,E-U,E-B,E-S,E-T,E-C,E-E,
4133,526,1484,762,877,2339,84,548,9472,2884,1464,1248,2603,110,1918,3952,19261,2871,2545,2855,178,1214,2116,3731,8371,2239,2814,203,1116,1647,3233,1720,10528,2402,184,692,752,676,526,659,11395,51,111,181,225,261,202,344,581,
