Exercise,inv1,Total Sub,18, Unique Sub,13
Exercise,inv2,Total Sub,28, Unique Sub,24
Exercise,inv3,Total Sub,1, Unique Sub,1
Exercise,inv4,Total Sub,30, Unique Sub,25
Exercise,inv5,Total Sub,59, Unique Sub,45
Exercise,inv6,Total Sub,68, Unique Sub,59
Exercise,inv7,Total Sub,4, Unique Sub,4
Exercise,inv8,Total Sub,70, Unique Sub,64
Exercise,inv9,Total Sub,17, Unique Sub,14
Exercise,inv10,Total Sub,26, Unique Sub,24
Exercise,inv11,Total Sub,32, Unique Sub,23
Exercise,inv12,Total Sub,41, Unique Sub,38
Exercise,inv13,Total Sub,20, Unique Sub,16
Exercise,inv14,Total Sub,22, Unique Sub,20
Exercise,inv15,Total Sub,15, Unique Sub,13
Exercise,inv16,Total Sub,15, Unique Sub,14
Exercise,inv17,Total Sub,14, Unique Sub,14
Exercise,inv18,Total Sub,18, Unique Sub,14
Exercise,inv19,Total Sub,5, Unique Sub,5
Exercise,inv20,Total Sub,13, Unique Sub,12

